Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"13287","13287","webio.dll",0.0205,2.0000,0.0205,2.0000
"1EFD2","1EFD2","webio.dll",0.0205,2.0000,0.0205,2.0000
"28CDC","28CDC","webio.dll",0.0205,2.0000,0.0205,2.0000
"2AD50","2AD50","webio.dll",0.0205,2.0000,0.0205,2.0000
"2B8BD","2B8BD","webio.dll",0.0205,2.0000,0.0205,2.0000
"32200","32200","webio.dll",0.0205,2.0000,0.0205,2.0000
"3D4BE","3D4BE","webio.dll",0.0205,2.0000,0.0205,2.0000
"404DD","404DD","webio.dll",0.0205,2.0000,0.0205,2.0000
"404E1","404E1","webio.dll",0.0205,2.0000,0.0205,2.0000
"8F010","8F010","webio.dll",0.0205,2.0000,0.0205,2.0000
"C7FA","C7FA","webio.dll",0.0205,2.0000,0.0205,2.0000
"EF88","EF88","webio.dll",0.0205,2.0000,0.0205,2.0000
"28288","28288","webio.dll",0.0101,0.9884,0.0101,0.9884
"35865","35865","webio.dll",0.0075,0.7273,0.0075,0.7273
